ResponseId,Group,Correct,Regret,Female,Age,Educ,Income,Ideology,PID,PID0,PID1,PID2,PID3,Knowledge,Voted,VotedAnaya,VotedObrador,NewVote,ExtEffi,IntEffi,Trust_Media,Satisficer,M1,M2,M3,M,W
R_1LSV3ed1nh7pXNN,Treat2,4,0,0,28,5,19,8,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,5,3,0,0,1,0,1,6.549394949494949
R_1NhtZT6JZjnn5Rs,Treat1,2,1,1,28,5,2,3,MORENA-PT-PES,0,0,0,1,2,1,0,1,1,2,4,2,0,1,0,0,1,6.530403045685278
R_2EyPPq1uwtF4OW6,Control,5,0,0,45,5,9,7,Etc,1,0,0,0,2,1,0,0,0,5,5,3,0,0,0,1,1,4.225684916201117
R_1NqPFbisG23E8N9,Control,3,0,0,37,3,9,6,Etc,1,0,0,0,2,1,0,1,0,4,4,4,0,0,0,1,1,4.16821308411215
R_2U4TTv907fBLAgv,Treat2,4,0,1,41,5,5,8,PAN-PRD-MC,0,1,0,0,2,1,0,1,0,4,4,3,0,0,1,0,1,4.95065380116959
R_u1RnOTvNGvWZdyp,Treat2,5,0,0,23,2,7,6,Etc,1,0,0,0,1,1,0,1,0,5,4,2,0,0,0,0,0,6.549394949494949
R_27dRm5iaXWnIHPJ,Treat2,1,1,1,39,5,2,6,Etc,1,0,0,0,2,1,0,1,2,3,3,2,0,0,1,0,1,4.367588288288288
R_2WVlFEQyd4hUUhw,Treat1,5,0,0,25,5,5,3,Etc,1,0,0,0,3,1,0,1,0,4,5,4,0,0,0,0,0,6.549394949494949
R_xn0DVPxNUqP5ELn,Treat2,5,0,1,38,6,12,5,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,2,0,0,0,0,0,4.367588288288288
R_0P1AWWgkIE6qEBX,Treat2,5,0,1,63,5,4,5,Etc,1,0,0,0,0,1,0,0,0,5,5,2,0,0,0,0,0,10.998292105263156
R_3ke74xdRKIX21hm,Control,4,0,1,39,5,11,8,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,4,2,2,0,0,0,1,1,4.367588288288288
R_O1ZVInCXubXN5ap,Treat2,5,0,0,39,5,16,5,PRI-PVEM-PNA,0,0,1,0,1,1,0,0,0,4,4,2,0,0,1,0,1,4.16821308411215
R_210qXNRLB5ugrfB,Control,4,0,0,23,2,1,7,Etc,1,0,0,0,2,1,0,1,0,4,4,4,0,0,0,1,1,6.549394949494949
R_1DwlxusFABvoLaM,Treat2,5,0,0,22,3,2,2,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,4,0,0,1,0,1,6.549394949494949
R_puDZc4zw2Xq4cmZ,Treat1,5,0,0,24,5,2,5,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,1,5,4,0,0,0,0,0,6.549394949494949
R_1UeVDPG0IO1mUyB,Treat1,5,0,0,67,5,4,4,Etc,1,0,0,0,2,1,0,0,0,5,5,2,0,1,0,0,1,4.742160256410257
R_bBAERdiBRfJXc1r,Treat1,4,0,0,43,3,5,7,Etc,1,0,0,0,1,1,0,1,0,4,3,4,0,1,0,0,1,4.225684916201117
R_3fTuJtOMjHFBIHj,Control,1,1,0,26,2,4,5,MORENA-PT-PES,0,0,0,1,1,1,0,1,4,5,5,1,0,0,0,1,1,6.549394949494949
R_3fCYbi5yINBtO1i,Control,3,1,0,61,5,20,8,Etc,1,0,0,0,2,0,0,0,1,2,4,3,0,0,0,1,1,4.742160256410257
R_SN0Dl0Aee0pn7Nf,Treat1,2,1,1,61,3,8,5,MORENA-PT-PES,0,0,0,1,1,1,0,1,2,1,2,3,0,0,0,0,0,10.998292105263156
R_2wcpogdRfAihjKA,Treat2,5,0,0,69,6,20,5,Etc,1,0,0,0,2,1,0,0,0,5,5,4,0,0,1,0,1,4.742160256410257
R_OIq9jjqDvNC59Rf,Control,5,0,0,63,5,15,3,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,5,5,1,0,0,0,1,1,4.742160256410257
R_2qEH48w314ne15f,Treat1,1,1,0,64,5,20,4,PAN-PRD-MC,0,1,0,0,1,1,0,1,2,5,5,4,0,0,0,0,0,4.742160256410257
R_8wuev1gdui1RyI9,Treat1,5,0,1,36,3,6,7,Etc,1,0,0,0,1,1,0,1,0,2,4,4,0,1,0,0,1,4.367588288288288
R_NXUhXDbRBVNcWSl,Control,5,0,1,60,5,11,6,Etc,1,0,0,0,1,1,0,0,0,4,4,2,0,0,0,1,1,10.998292105263156
R_2ypYeWsTmBjVfww,Treat1,5,0,1,62,5,2,0,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,5,5,1,0,0,0,0,0,10.998292105263156
R_3fxkCW3rHyj0qa9,Control,5,0,0,49,5,6,5,Etc,1,0,0,0,2,1,0,0,0,3,5,3,0,0,0,1,1,4.225684916201117
R_12SA2PmIuZJjrNM,Treat1,5,0,0,60,6,5,1,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,5,5,1,0,0,0,0,0,4.742160256410257
R_1Hi8XJyd5UVcDJE,Treat1,5,0,1,61,6,6,7,PAN-PRD-MC,0,1,0,0,0,1,0,0,0,5,5,4,0,0,0,0,0,10.998292105263156
R_3TNuYjRi65p8TCx,Control,4,1,1,58,2,8,1,PRI-PVEM-PNA,0,0,1,0,2,1,0,0,4,4,5,3,0,0,0,1,1,6.300476699029127
R_3vzU5fwGtsj3NAd,Control,2,0,0,61,5,5,5,Etc,1,0,0,0,0,1,0,1,0,4,4,3,0,0,0,1,1,4.742160256410257
R_2zcqzCHswoiC3WL,Treat2,5,1,0,47,5,8,5,Etc,1,0,0,0,2,1,0,1,1,3,2,3,0,0,1,0,1,4.225684916201117
R_3iKe6fRT1ft1sYa,Treat2,5,0,1,59,4,11,8,PAN-PRD-MC,0,1,0,0,2,1,0,0,0,3,3,4,0,0,1,0,1,6.300476699029127
R_2ahv4cV3PmfI44U,Treat1,3,0,0,67,5,7,5,Etc,1,0,0,0,3,0,0,0,0,5,5,3,0,1,0,0,1,4.742160256410257
R_1f2GO0RUED5CoSf,Treat2,2,0,1,45,5,14,8,Etc,1,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,4.95065380116959
R_3m2D5n2YI6Bs12n,Treat1,3,0,0,79,5,13,7,Etc,1,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,10.282038888888888
R_3oRVaQkVfb3pokG,Treat1,5,0,1,56,5,8,9,Etc,1,0,0,0,2,1,0,1,0,4,3,2,0,1,0,0,1,6.300476699029127
R_1lzWo7qp3aYvY5U,Treat1,5,0,0,66,5,2,5,Etc,1,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,1,4.742160256410257
R_utfAZAPOLHtmWkx,Treat2,5,0,1,50,4,5,7,PAN-PRD-MC,0,1,0,0,0,1,0,1,0,4,5,4,0,0,1,0,1,6.300476699029127
R_11XSntw9WT1Om2d,Treat2,4,1,1,27,5,9,5,Etc,1,0,0,0,2,1,0,0,2,4,5,4,0,0,0,0,0,6.530403045685278
R_2lQ19Goc6AZ6iPv,Treat1,5,0,1,52,5,13,7,Etc,1,0,0,0,1,1,0,0,0,4,5,2,0,1,0,0,1,6.300476699029127
R_3O92gDYB1hjvda9,Treat2,5,0,1,71,5,11,3,Etc,1,0,0,0,2,1,0,1,0,2,5,1,0,0,0,0,0,74.38926666666667
R_28VcwpV5Zxn8JXD,Treat1,4,1,1,61,2,16,6,PAN-PRD-MC,0,1,0,0,0,0,0,0,3,1,1,3,0,1,0,0,1,10.998292105263156
R_2OVJePUXA73tmEC,Control,5,0,1,51,4,2,5,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,4,3,0,0,0,1,1,6.300476699029127
R_2UcrKIj9S6VLklu,Treat1,5,0,0,62,6,20,4,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,5,5,2,0,0,0,0,0,4.742160256410257
R_3GkPnOfBA7G22HF,Treat1,5,0,0,65,6,10,5,Etc,1,0,0,0,1,1,0,0,0,5,5,2,0,0,0,0,0,4.742160256410257
R_2E01zFzE8ADT7aZ,Treat2,2,1,1,61,3,8,8,PAN-PRD-MC,0,1,0,0,1,1,0,1,2,4,5,5,0,0,1,0,1,10.998292105263156
R_2CPcJ9djMAFflDD,Control,5,0,1,53,5,3,4,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,4,1,0,0,0,1,1,6.300476699029127
R_2SdGsYKFQuFNLO2,Treat2,5,0,1,53,4,2,7,Etc,1,0,0,0,1,1,0,0,0,2,3,4,0,0,1,0,1,6.300476699029127
R_3G6T3FTnfmSkQSj,Control,5,0,1,54,5,2,0,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,5,5,2,0,0,0,1,1,6.300476699029127
R_3CTaqTvt7IRHY3n,Control,5,0,1,53,5,20,8,PRI-PVEM-PNA,0,0,1,0,1,1,0,0,0,5,5,5,0,0,0,1,1,6.300476699029127
R_1PejpVIsGvC9kxo,Treat1,4,0,0,60,5,15,7,Etc,1,0,0,0,2,1,0,0,0,4,5,1,0,1,0,0,1,4.742160256410257
R_p4VLylzvO8xmz61,Treat1,4,0,0,63,5,16,5,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,4,4,0,0,0,0,0,4.742160256410257
R_UnWWQbhW9tEckOR,Treat1,1,1,0,67,5,7,4,Etc,1,0,0,0,2,1,0,0,3,1,1,2,0,1,0,0,1,4.742160256410257
R_2D1Fen8f7gftEHe,Treat2,4,1,1,44,6,15,5,MORENA-PT-PES,0,0,0,1,1,1,0,1,2,4,4,4,0,0,1,0,1,4.95065380116959
R_1JD6Dj4Ui9R652u,Treat2,1,1,0,20,5,10,7,Etc,1,0,0,0,0,0,0,0,3,4,5,4,0,0,1,0,1,6.549394949494949
R_wMeh08PFuD3C9FL,Control,1,1,1,30,5,15,5,Etc,1,0,0,0,0,1,0,1,1,3,5,1,0,0,0,1,1,4.367588288288288
R_12tG0i63zT0lyta,Treat1,4,0,1,28,5,11,6,PAN-PRD-MC,0,1,0,0,2,1,0,1,0,1,3,3,0,1,0,0,1,6.530403045685278
R_27qm9aOvp0GoRdN,Treat2,5,1,0,35,5,13,5,PRI-PVEM-PNA,0,0,1,0,1,1,0,1,2,1,4,2,0,0,1,0,1,4.16821308411215
R_2TpfvqHm1NJOAlN,Control,5,0,1,29,3,8,7,PRI-PVEM-PNA,0,0,1,0,1,1,0,0,0,5,5,4,0,0,0,1,1,6.530403045685278
R_3nNuGl80g0Nv58i,Treat1,4,0,1,40,4,6,0,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,4,1,0,0,0,0,0,4.95065380116959
R_pDHQ0EwG5m2a5kB,Control,5,0,0,22,4,4,5,Etc,1,0,0,0,0,1,0,0,0,4,4,4,0,0,0,1,1,6.549394949494949
R_pAHTxPnN0i859Yt,Control,4,0,0,31,5,18,2,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,5,5,2,0,0,0,1,1,4.16821308411215
R_27WCXSwC5L0jPEs,Control,2,1,0,39,5,5,5,PRI-PVEM-PNA,0,0,1,0,2,1,0,1,2,5,5,1,0,0,0,1,1,4.16821308411215
R_e2J8afovT2d2Xbb,Control,3,0,0,38,5,14,2,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,5,3,0,0,0,1,1,4.16821308411215
R_3HpEwTgN6uZGcU9,Control,5,0,1,29,5,20,3,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,4,0,0,0,1,1,6.530403045685278
R_wTXQjKeI5hiJIAx,Treat1,1,1,0,42,4,7,8,Etc,1,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,4.225684916201117
R_21aEjco3zDUkmUv,Treat2,5,0,0,40,5,10,6,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,5,5,4,0,0,0,0,0,4.225684916201117
R_xbemjfUeFP7aJrz,Treat2,5,0,1,38,5,6,5,PAN-PRD-MC,0,1,0,0,0,1,0,1,0,4,4,5,0,0,1,0,1,4.367588288288288
R_11bUhLxHhpc7n1G,Treat2,5,0,1,45,5,11,5,Etc,1,0,0,0,2,1,0,1,0,5,5,5,0,0,0,0,0,4.95065380116959
R_1okmgMLwzQ0FVKK,Control,2,1,0,33,5,6,3,MORENA-PT-PES,0,0,0,1,3,1,0,1,1,4,5,4,0,0,0,1,1,4.16821308411215
R_21EYeCSx8SCuxji,Treat2,5,0,0,36,5,11,7,PAN-PRD-MC,0,1,0,0,1,1,0,1,0,4,5,4,0,0,1,0,1,4.16821308411215
R_xl345oxY8GA22Tn,Control,4,0,1,25,3,3,8,Etc,1,0,0,0,0,1,0,1,0,4,1,3,0,0,0,1,1,6.530403045685278
R_3CJUnyFIdshwahg,Treat1,5,0,0,29,5,4,10,MORENA-PT-PES,0,0,0,1,1,1,0,0,0,4,5,2,0,1,0,0,1,6.549394949494949
R_2WDzOoB3dzVhoH5,Control,5,0,1,22,5,9,5,Etc,1,0,0,0,2,1,0,0,0,4,4,4,0,0,0,1,1,6.530403045685278
R_1QxX3QctVMN2EQ5,Control,4,0,1,35,5,7,8,PRI-PVEM-PNA,0,0,1,0,3,1,0,0,0,2,1,1,0,0,0,1,1,4.367588288288288
R_3EgsphX2Jq4mOJX,Treat1,5,0,1,31,3,5,3,Etc,1,0,0,0,1,1,0,1,0,4,5,3,0,0,0,0,0,4.367588288288288
R_2EGf9U6FPmHMBY8,Control,5,0,1,22,3,5,7,PAN-PRD-MC,0,1,0,0,0,1,0,1,0,5,5,2,0,0,0,1,1,6.530403045685278
R_3iR6uAFL6yzIoHn,Treat2,5,0,0,36,3,4,2,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,5,5,2,0,0,0,0,0,4.16821308411215
R_1FkqnqjvraX7sic,Treat2,5,1,0,22,2,3,6,MORENA-PT-PES,0,0,0,1,0,0,0,0,3,4,4,1,0,0,1,0,1,6.549394949494949
R_3iW0M6JkEqtwwWa,Control,2,1,0,21,5,7,3,PAN-PRD-MC,0,1,0,0,2,1,0,1,1,4,5,2,0,0,0,1,1,6.549394949494949
R_3MGyyIFXPCKHHqd,Control,4,0,1,33,5,12,5,Etc,1,0,0,0,2,1,0,0,0,4,5,4,0,0,0,1,1,4.367588288288288
R_2CxIW4sI4O4LBTY,Treat2,5,0,1,32,5,1,7,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,5,4,2,0,0,1,0,1,4.367588288288288
R_3HhHKKukAUYEUSu,Treat2,3,0,1,20,5,4,6,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,4,5,2,0,0,1,0,1,6.530403045685278
R_2qxF9JTCD4Jt1jm,Control,3,0,0,32,3,3,5,Etc,1,0,0,0,1,1,0,1,0,1,2,3,0,0,0,1,1,4.16821308411215
R_3fw3J8ANQTw1N5F,Control,5,0,0,39,5,9,4,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,1,0,0,0,1,1,4.16821308411215
R_XFKZjmpxq3t1ZND,Control,5,0,0,38,5,7,7,Etc,1,0,0,0,1,1,0,1,0,5,5,4,0,0,0,1,1,4.16821308411215
R_1OGMH0A6H6QHq7b,Treat2,5,0,0,45,5,7,0,Etc,1,0,0,0,0,1,0,1,0,1,5,1,0,0,1,0,1,4.225684916201117
R_2uwfH073wy0oaNJ,Control,2,1,0,22,5,2,0,Etc,1,0,0,0,2,0,0,0,3,4,5,1,0,0,0,1,1,6.549394949494949
R_2TznZyYfIaBn3hI,Treat1,4,0,0,29,4,7,9,Etc,1,0,0,0,0,0,0,0,0,4,4,2,0,1,0,0,1,6.549394949494949
R_2yel866w0Sej7id,Treat1,5,0,0,42,5,15,5,Etc,1,0,0,0,3,1,0,0,0,5,4,2,0,1,0,0,1,4.225684916201117
R_3iVIIwk7F17zCGw,Treat2,1,1,1,33,5,6,5,Etc,1,0,0,0,1,1,0,0,3,2,5,2,0,0,0,0,0,4.367588288288288
R_3EYDhYefe2r6BFP,Treat1,5,0,1,25,5,5,3,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,4,4,0,1,0,0,1,6.530403045685278
R_096mDd6bHocFC0h,Treat2,5,0,0,35,3,5,5,Etc,1,0,0,0,1,1,0,1,0,3,4,1,0,0,0,0,0,4.16821308411215
R_rqJu7MgZHKmrAs1,Treat2,4,0,0,25,5,10,7,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,5,2,0,0,1,0,1,6.549394949494949
R_2PkaVs8Sp8zVF5g,Control,4,0,1,44,3,7,8,Etc,1,0,0,0,3,1,0,1,0,1,5,2,0,0,0,1,1,4.95065380116959
R_1i2RuFeeHr8CwkL,Treat2,5,0,1,35,5,11,3,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,4,3,0,0,1,0,1,4.367588288288288
R_2rlad2yi6QzFm6E,Treat2,3,0,0,30,6,17,5,Etc,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,1,4.16821308411215
R_30ud1JKh4xtsaAM,Treat2,5,1,0,18,5,7,10,Etc,1,0,0,0,1,0,0,0,3,2,1,5,0,0,1,0,1,6.549394949494949
R_6rG3GOaZhpiBRwR,Treat1,4,0,1,51,4,4,5,Etc,1,0,0,0,1,1,0,0,0,5,1,2,0,0,0,0,0,6.300476699029127
R_1f8GppqkSJ2weeU,Treat2,4,0,1,20,3,2,4,Etc,1,0,0,0,1,1,0,0,0,2,3,4,0,0,0,0,0,6.530403045685278
R_3kB0McHYNWfkc0i,Control,4,1,0,18,4,13,10,Etc,1,0,0,0,1,0,0,0,3,4,4,4,0,0,0,1,1,6.549394949494949
R_3pmSKOBIfQNKOhL,Treat1,5,0,1,47,5,6,5,PAN-PRD-MC,0,1,0,0,1,1,0,0,0,1,5,4,0,0,0,0,0,4.95065380116959
R_C1uV26WJh9htBoR,Treat2,4,0,1,26,5,16,5,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,3,4,4,0,0,1,0,1,6.530403045685278
R_2eRW2AnhmAm4GzY,Control,4,0,0,33,5,6,3,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,4,0,0,0,1,1,4.16821308411215
R_2dL2hKr9G8FAZgA,Treat1,5,0,1,31,5,14,10,Etc,1,0,0,0,1,1,0,1,0,1,1,5,0,1,0,0,1,4.367588288288288
R_2QE8hLXRokD9G0s,Control,5,0,0,28,5,11,0,Etc,1,0,0,0,1,1,0,1,0,5,5,2,0,0,0,1,1,6.549394949494949
R_2rvdBRwqRfS3V9q,Treat2,5,0,0,25,2,3,3,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,1,0,0,1,0,1,6.549394949494949
R_2Qn8PMh0g6BPqeo,Treat1,3,0,1,32,3,16,5,Etc,1,0,0,0,1,1,0,1,0,4,3,4,0,0,0,0,0,4.367588288288288
R_3hDzUVuPpO07Io3,Control,5,0,0,35,6,20,5,Etc,1,0,0,0,3,1,0,0,0,5,5,3,0,0,0,1,1,4.16821308411215
R_10Sk8e0dv85EbcS,Control,1,1,0,32,5,20,2,MORENA-PT-PES,0,0,0,1,2,0,0,0,3,1,2,1,0,0,0,1,1,4.16821308411215
R_1Do2XNmyjvEtpi7,Treat1,5,0,0,31,5,10,0,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,1,0,0,0,0,0,4.16821308411215
R_2OJYx4qVyzUXWYj,Treat1,5,0,0,32,2,4,5,Etc,1,0,0,0,2,1,0,0,0,5,5,3,0,1,0,0,1,4.16821308411215
R_3eooo4fpNVYss1P,Control,4,0,0,38,5,6,3,Etc,1,0,0,0,0,1,0,1,0,4,1,2,0,0,0,1,1,4.16821308411215
R_1erSueRMOYXYO8q,Treat1,5,0,0,40,2,9,5,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,5,5,5,0,0,0,0,0,4.225684916201117
R_A0zndr9Qu53SG1r,Treat2,5,0,1,27,5,13,5,PRI-PVEM-PNA,0,0,1,0,2,1,0,0,0,4,4,1,0,0,1,0,1,6.530403045685278
R_Y4deb12ULb4afEB,Treat2,4,0,1,23,5,5,5,Etc,1,0,0,0,1,1,0,1,0,2,1,2,0,0,0,0,0,6.530403045685278
R_2WZrQkY7AeTZJ94,Treat1,4,1,0,28,5,6,7,PAN-PRD-MC,0,1,0,0,1,1,0,0,3,3,3,4,0,0,0,0,0,6.549394949494949
R_10Z6u2A7qAbLDpM,Treat1,3,0,0,38,5,11,5,Etc,1,0,0,0,2,0,0,0,0,3,2,2,0,1,0,0,1,4.16821308411215
R_3CDGhQQrvgXVaPh,Treat1,5,0,0,20,3,1,5,Etc,1,0,0,0,1,1,0,0,0,1,4,1,0,0,0,0,0,6.549394949494949
R_XijehGoN2Kfg6HL,Control,5,0,0,38,3,5,0,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,1,5,1,0,0,0,1,1,4.16821308411215
R_1DpONXUHPzSXDSm,Treat2,5,0,0,21,3,6,6,Etc,1,0,0,0,3,0,0,0,0,4,5,2,0,0,1,0,1,6.549394949494949
R_2Ep1Qdu8lNby05n,Control,1,0,0,18,3,9,5,Etc,1,0,0,0,1,0,0,0,0,1,2,2,0,0,0,1,1,6.549394949494949
R_27VCUaPr3brtx1U,Control,2,0,1,27,5,3,1,Etc,1,0,0,0,2,1,0,1,0,3,4,3,0,0,0,1,1,6.530403045685278
R_2P4GgrefBXp6ILX,Control,5,1,1,39,5,16,10,PAN-PRD-MC,0,1,0,0,1,1,0,1,2,4,4,5,0,0,0,1,1,4.367588288288288
R_25ToQ9FBjBr2BpH,Control,4,0,1,46,5,12,5,Etc,1,0,0,0,2,1,0,1,0,5,4,4,0,0,0,1,1,4.95065380116959
R_eA1CGO3HOD7x9zX,Control,4,0,0,32,5,5,7,Etc,1,0,0,0,2,1,0,1,0,2,5,2,0,0,0,1,1,4.16821308411215
R_82IuJpCZRWosSyJ,Treat2,5,0,0,37,5,11,8,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,5,3,0,0,1,0,1,4.16821308411215
R_brNmOzrtdXAZDxf,Control,5,1,0,46,5,2,9,PAN-PRD-MC,0,1,0,0,3,1,0,0,1,5,5,4,0,0,0,1,1,4.225684916201117
R_2YeRuphHLnrUx1s,Treat2,5,0,1,36,5,6,4,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,4,2,0,0,1,0,1,4.367588288288288
R_DNaj3bqn69kP0o9,Treat1,5,0,0,27,5,20,9,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,1,1,5,0,0,0,0,0,6.549394949494949
R_reH9agUYpIxZitH,Treat2,4,0,0,34,4,10,5,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,5,1,0,0,0,0,0,4.16821308411215
R_1hDQVvYVwOLIVB0,Treat2,5,0,0,33,5,14,5,Etc,1,0,0,0,3,1,0,1,0,4,1,1,0,0,0,0,0,4.16821308411215
R_28AslKuHegyxaZg,Treat2,5,0,0,24,5,10,5,Etc,1,0,0,0,1,1,0,1,0,4,4,3,0,0,0,0,0,6.549394949494949
R_31avJTbybmEK5bT,Treat1,4,0,0,24,5,6,3,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,5,4,0,0,0,0,0,6.549394949494949
R_1Cw2WFZgumGIoye,Control,4,1,0,47,7,18,5,Etc,1,0,0,0,1,1,0,1,2,5,5,4,0,0,0,1,1,4.225684916201117
R_1NtagmRKctV7Yrl,Control,2,1,1,24,3,2,5,Etc,1,0,0,0,1,1,0,1,1,4,4,3,0,0,0,1,1,6.530403045685278
R_22VyaMYK1hKrrad,Treat2,5,0,1,36,6,6,6,Etc,1,0,0,0,1,1,0,0,0,3,4,4,0,0,1,0,1,4.367588288288288
R_3NQjbkvRuIpLO2p,Treat2,4,0,1,39,7,12,10,Etc,1,0,0,0,3,1,0,1,0,1,1,4,0,0,1,0,1,4.367588288288288
